ResponseId,f_aff,f_ener,f_acc,f_ang,f_int,f_calm,f_app,f_cont,f_dis,f_qui,f_sad,f_emb,f_bor,f_anx,f_rela,f_fear,f_pea,f_sha,f_reli,f_gui,f_hap,f_pro,f_amu,f_joy,f_irr,f_fru,f_exc,f_conc,f_lon,i_aff,i_ener,i_acc,i_ang,i_int,i_calm,i_app,i_cont,i_dis,i_qui,i_sad,i_emb,i_bor,i_anx,i_rela,i_fear,i_pea,i_sha,i_reli,i_gui,i_hap,i_pro,i_amu,i_joy,i_irr,i_fru,i_exc,i_conc,i_lon,ftp1,ftp2,ftp3,ftp4,ftp5,ftp6,ftp7,ftp8,ftp9,ftp10,tipi1,tipi2,tipi3,tipi4,tipi5,tipi6,tipi7,tipi8,tipi9,tipi10,health,risk_self,risk_pop,risk_comp,age,gender_all,race_all,educ,income,emp,emp_affect,livealone,gender_bin_f,race_bin,emp_bin,FTP_av,FTP_Opp,FTP_Ext,FTP_Con,Openness,Conscientiousness,Extraversion,Agreeableness,Em_Stability,avg_f_pos,avg_f_neg,avg_i_pos,avg_i_neg
R_24FOObkm4VyOgt5,3,2,4,0,4,4,4,4,1,2,0,0,1,1,4,0,4,0,3,0,4,3,3,3,0,0,2,2,0,1,2,4,NA,4,4,4,3,1,3,NA,NA,1,1,4,NA,4,NA,1,NA,4,3,3,3,NA,NA,2,3,NA,7,7,7,6,6,6,6,7,7,3,6,7,7,7,5,2,6,7,7,4,1,5,3,5,67,female,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Working for pay (part-time or full-time),1,Yes,Female,White,Working,6.2,7,6,7,4.5,7,4,6.5,7,3.3125,0.384615385,3.0625,1.5
R_2bKt1ItdJ1Dc1EC,2,1,1,0,2,2,2,2,2,3,2,0,1,2,1,1,1,0,2,1,2,2,2,NA,2,2,1,2,1,2,1,1,NA,2,3,3,2,1,3,3,NA,1,2,3,2,2,NA,3,1,1,1,1,0,2,2,1,3,1,4,4,4,3,3,4,3,3,3,2,2,7,6,6,6,3,5,7,6,7,3,3,3,4,67,male,White or European-American,Some college or technical school,"$80,000 to $100,000",Working for pay (part-time or full-time),1,No,Non-female,White,Working,3.3,4,3,3,6.5,6.5,2.5,6,6,1.733333333,1.230769231,1.8125,1.8
R_2chjHghZHhj31kY,2,1,2,1,3,2,3,3,1,2,1,1,1,2,2,NA,2,1,1,1,2,1,2,2,1,1,2,2,2,2,3,3,1,2,2,3,2,1,1,2,2,2,3,3,0,1,2,2,1,2,1,1,1,1,1,1,1,2,3,3,2,2,2,3,3,6,6,6,5,6,6,6,7,4,4,6,4,5,4,2,3,3,67,male,Hispanic or Latinx,"Completed 4-year college (BA, BS)","$80,000 to $100,000",Working for pay (part-time or full-time),2,No,Non-female,Non-white,Working,3.6,3,2,6,6,6,4.5,5,5,2,1.25,1.875,1.461538462
R_2corJ4j9dRLtuY7,2,3,2,NA,3,3,3,3,0,2,0,0,2,0,3,0,3,0,2,0,3,3,2,2,1,1,2,1,0,2,3,2,0,3,3,2,2,NA,2,NA,NA,1,NA,3,NA,3,NA,2,NA,3,2,2,2,1,1,3,1,NA,5,4,5,4,4,5,4,6,3,4,6,7,6,7,6,3,6,7,6,5,4,1,3,1,67,male,White or European-American,Graduated high school (or GED),"$80,000 to $100,000",Not currently working for pay,4,No,Non-female,White,Not_working,4.4,5,4,6,5.5,6.5,4.5,6.5,6.5,2.5625,0.416666667,2.4375,0.8
R_2Cs3snS8nHmUvRD,1,2,2,0,4,2,4,2,NA,2,2,1,2,2,2,2,2,0,2,0,2,2,2,NA,2,2,2,3,2,1,1,2,NA,3,2,3,2,0,2,2,1,2,2,2,2,2,NA,2,NA,2,2,1,0,1,2,2,3,2,7,7,7,6,6,7,6,3,7,3,7,7,7,7,7,7,7,7,7,7,3,3,5,3,67,female,White or European-American,Some college or technical school,"$40,000 to $50,000",Retired,1,No,Female,White,Not_working,5.9,7,6,3,7,7,7,7,7,2.2,1.5,1.8125,1.7
R_2DZSNSb78Nac37Y,1,3,2,1,2,3,1,2,2,1,2,1,2,2,2,3,2,0,1,0,2,0,2,1,3,3,1,4,2,2,3,3,1,4,3,1,1,3,1,2,1,1,3,1,2,1,NA,1,NA,1,NA,2,1,3,4,1,4,1,4,5,5,2,2,2,1,2,2,1,6,6,7,6,7,4,4,6,7,7,3,4,3,4,67,male,White or European-American,Some college or technical school,"$10,000 to $20,000",Retired,3,Yes,Non-female,White,Not_working,2.6,4,2,2,7,6.5,5,5,6.5,1.625,1.923076923,1.733333333,2.272727273
R_2OVnPXnrZew3SI9,2,2,2,NA,3,3,3,2,0,2,NA,0,NA,1,3,0,2,0,2,0,3,3,2,2,1,2,2,2,0,3,3,3,0,3,3,3,3,NA,3,0,NA,0,1,3,NA,3,NA,2,NA,2,3,2,2,1,1,2,2,NA,7,7,7,5,5,6,5,6,6,4,6,7,6,7,6,4,5,7,6,7,5,3,3,3,67,male,White or European-American,"Completed 4-year college (BA, BS)","$200,000 to $220,000",Working for pay (part-time or full-time),4,No,Non-female,White,Working,5.8,7,5,6,6.5,6.5,5,6,6.5,2.375,0.6,2.6875,0.714285714
R_2PcmsTPex2VdD4w,2,1,2,2,2,2,2,2,2,2,2,0,2,3,2,3,2,NA,1,NA,2,2,NA,2,2,3,1,3,2,2,2,2,2,1,2,2,1,3,2,3,NA,2,3,1,3,1,0,1,0,2,1,0,1,2,3,1,3,2,5,4,5,3,2,5,4,2,3,3,4,6,6,4,6,2,7,6,4,3,5,3,3,3,67,female,White or European-American,Some college or technical school,"$30,000 to $40,000",Retired,0,No,Female,White,Not_working,3.6,5,3,2,4.5,6,3,6.5,4,1.8,2.181818182,1.375,2.166666667
R_2QQJMTnq3lkUTic,2,1,3,0,3,2,3,2,NA,1,NA,0,0,2,2,NA,3,0,3,0,3,3,NA,3,NA,1,1,2,0,3,2,3,NA,2,3,3,2,0,1,0,NA,NA,1,3,0,2,NA,3,NA,3,3,0,2,0,1,2,2,NA,2,2,3,2,2,3,4,4,3,2,7,6,6,6,6,7,7,7,7,6,3,3,3,3,67,female,White or European-American,Some college or technical school,"$50,000 to $60,000",Retired,0,No,Female,White,Not_working,2.7,2,2,4,6,6.5,7,6.5,6.5,2.333333333,0.555555556,2.3125,0.571428571
R_2rkpFesEfJJTDbJ,2,2,1,2,4,2,3,1,2,3,2,1,2,3,2,2,1,1,2,2,3,2,2,1,3,3,2,4,3,3,2,1,4,4,2,4,2,4,4,4,1,3,4,2,1,3,1,3,2,4,3,4,2,4,4,3,4,1,3,5,3,2,2,3,2,3,3,1,3,7,5,3,7,1,6,3,5,5,4,3,3,4,67,male,White or European-American,Some college or technical school,"$120,000 to $140,000",Not currently working for pay,4,No,Non-female,White,Not_working,2.7,3,2,3,6,4,2,6.5,4,2.0625,2.307692308,2.875,2.846153846
R_2uDw3XrKKzhL9eF,2,2,3,2,4,4,3,4,1,2,0,0,0,0,4,0,4,0,2,0,4,2,2,2,1,2,2,1,0,2,2,3,2,3,3,3,3,2,2,NA,NA,NA,NA,3,NA,3,NA,3,NA,3,3,3,2,2,2,2,1,NA,7,7,7,1,6,6,7,7,7,7,3,7,6,7,7,4,6,4,7,7,4,3,3,5,67,female,White or European-American,"Completed 4-year college (BA, BS)","$10,000 to $20,000",Retired,0,Yes,Female,White,Not_working,6.2,7,1,7,7,5,3.5,6.5,7,2.875,0.538461538,2.6875,1.8
R_2wBU1VXzf35iIbb,1,2,2,2,2,1,1,1,3,1,4,0,0,4,0,3,1,0,0,0,1,0,2,1,4,4,1,4,3,1,2,2,2,3,2,2,1,1,1,4,NA,NA,4,NA,2,1,NA,NA,NA,1,NA,1,1,4,4,2,4,4,6,5,6,4,4,4,2,4,2,1,7,5,7,2,7,3,7,6,5,6,4,4,3,4,67,female,White or European-American,Completed graduate or professional degree,"$160,000 to $180,000",Working for pay (part-time or full-time),4,No,Female,White,Working,3.8,6,4,4,6.5,6.5,5,6,3.5,1.0625,2.384615385,1.538461538,3.222222222
R_31sVyxgcovVbHdS,1,1,1,1,1,2,2,1,2,2,2,0,3,3,1,3,1,0,1,2,1,1,2,2,2,3,2,3,3,2,1,1,2,2,2,2,2,2,2,3,NA,3,4,1,2,1,NA,1,2,1,1,2,1,2,3,2,3,3,1,1,2,2,1,2,2,2,1,1,6,5,3,2,5,6,6,2,3,2,4,2,2,2,67,male,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Working for pay (part-time or full-time),4,No,Non-female,White,Working,1.5,1,2,2,3.5,2.5,6,5.5,2.5,1.375,2.076923077,1.5,2.636363636
R_337Gz4DhTDpPOdi,3,2,2,2,1,3,2,2,3,2,2,0,3,3,2,4,2,0,1,0,1,3,3,3,2,2,2,3,2,2,1,2,3,2,2,2,2,3,2,2,NA,3,3,1,3,2,NA,1,NA,2,3,1,2,3,3,1,3,1,3,3,2,2,2,5,5,4,4,4,7,3,6,3,5,3,4,6,5,4,2,4,2,4,67,male,White or European-American,Graduated high school (or GED),"$10,000 to $20,000",Retired,0,Yes,Non-female,White,Not_working,3.4,3,2,4,4.5,6,5,3.5,4,2.125,2,1.75,2.7
R_3EcHLam4rn7PHrn,3,3,3,0,4,3,3,3,1,4,1,0,0,1,3,0,3,0,2,0,3,2,2,2,1,1,2,2,0,3,2,2,NA,3,3,3,3,1,3,1,NA,NA,1,3,NA,3,NA,2,NA,3,2,2,2,1,1,2,1,NA,5,5,5,3,3,4,5,4,3,3,2,7,6,4,5,1,6,6,6,3,5,2,2,1,67,male,White or European-American,Graduated high school (or GED),"$40,000 to $50,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,4,5,3,4,4,6,1.5,6.5,5,2.8125,0.538461538,2.5625,1
R_3erVgr9HU5mi09D,2,3,3,0,4,4,2,4,0,3,1,0,0,1,4,0,2,0,1,0,2,2,2,2,0,1,2,2,0,1,2,2,NA,3,3,2,3,NA,2,1,NA,NA,1,3,NA,2,NA,1,NA,2,2,1,1,NA,1,2,1,NA,5,4,5,1,2,4,5,5,3,3,5,7,7,7,7,2,6,7,7,6,5,3,2,3,67,female,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Working for pay (part-time or full-time),1,Yes,Female,White,Working,3.7,5,1,5,6.5,7,3.5,6.5,7,2.625,0.384615385,2,1
R_3kb8WK81QR7PQe9,3,2,2,0,2,3,4,3,1,3,1,0,2,2,3,1,3,0,3,0,3,3,3,3,1,1,2,3,1,3,2,3,NA,2,2,3,3,1,3,1,NA,1,1,3,1,3,NA,2,NA,2,3,2,2,1,1,3,2,1,6,5,5,4,4,5,2,2,3,2,7,6,7,7,4,6,4,7,6,6,3,2,2,2,67,male,White or European-American,Completed graduate or professional degree,"$50,000 to $60,000",Retired,0,No,Non-female,White,Not_working,3.8,6,4,2,5,7,6.5,5,6.5,2.8125,1,2.5625,1.111111111
R_3oMeKMJcq14HOYz,1,2,0,1,2,2,0,1,0,3,3,0,4,1,2,1,2,0,1,0,2,0,2,2,1,2,0,1,4,1,2,NA,1,1,2,NA,1,NA,2,2,NA,3,1,2,1,2,NA,1,NA,3,NA,3,1,1,2,NA,2,4,7,6,7,4,3,3,6,4,2,4,5,7,7,7,5,3,5,7,7,6,4,1,1,1,67,male,White or European-American,"Completed 4-year college (BA, BS)","$160,000 to $180,000",Retired,4,No,Non-female,White,Not_working,4.6,7,4,4,5.5,7,4,6,7,1.375,1.384615385,1.75,1.888888889
R_3OoaaK5z38Htz3H,3,3,3,0,3,3,4,3,NA,2,0,0,2,0,3,0,3,0,2,0,3,3,2,2,0,0,2,2,2,2,3,3,NA,3,3,3,3,0,2,NA,NA,2,NA,3,NA,3,NA,2,NA,2,2,2,2,NA,NA,2,1,1,7,7,7,2,3,3,5,3,3,3,7,7,7,6,6,7,6,7,7,6,4,3,3,3,67,female,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Retired,0,No,Female,White,Not_working,4.3,7,2,3,6,7,7,6.5,6.5,2.75,0.5,2.5,1
R_DipaLoyLsLRWH2F,3,2,3,0,2,3,3,3,0,2,1,0,1,1,3,0,3,0,2,0,2,2,2,2,1,1,2,1,0,3,2,3,NA,3,2,3,2,NA,2,1,NA,1,1,3,NA,2,NA,3,NA,2,3,2,1,1,1,2,1,NA,5,5,5,2,2,4,5,6,3,2,6,6,6,6,7,6,7,3,3,7,2,3,4,4,67,female,White or European-American,Completed graduate or professional degree,"$50,000 to $60,000",Retired,0,No,Female,White,Not_working,3.9,5,2,6,7,4.5,6,6.5,4.5,2.4375,0.461538462,2.375,1
R_DwTRzxsphioyotr,1,1,2,0,2,4,3,3,0,3,1,0,0,0,3,0,3,0,1,1,4,2,2,2,NA,1,1,1,0,2,2,3,NA,2,4,3,3,NA,3,1,NA,NA,NA,3,NA,3,NA,1,1,3,1,2,1,0,2,1,1,NA,3,5,5,2,2,2,2,2,2,2,1,3,6,7,6,1,5,3,7,7,2,3,4,4,67,male,White or European-American,"Completed 4-year college (BA, BS)","$50,000 to $60,000",Retired,0,No,Non-female,White,Not_working,2.7,3,2,2,6.5,4.5,1,4,7,2.3125,0.333333333,2.3125,1
R_eIPLrbDwVTrMw1z,1,3,2,0,2,3,4,3,0,3,1,NA,2,1,3,1,3,0,3,1,3,2,2,2,2,2,2,2,0,1,2,2,NA,3,3,4,3,NA,3,1,0,1,1,3,1,3,NA,3,1,3,3,2,2,1,1,2,1,NA,7,4,6,4,3,5,6,6,5,3,1,2,5,3,4,2,3,7,5,2,5,3,2,0,67,female,White or European-American,Completed graduate or professional degree,"Less than $10,000",Retired,0,Yes,Female,White,Not_working,4.9,7,4,6,3,6,1.5,2.5,4,2.5625,1,2.625,0.888888889
R_Qn2q89w2YZHn9cd,2,3,3,2,3,2,2,3,2,2,1,NA,NA,3,2,2,2,0,1,0,2,3,2,2,3,3,2,4,0,2,3,3,2,3,2,2,3,3,2,1,0,0,4,2,4,2,NA,2,NA,3,2,2,2,3,3,3,4,NA,5,5,5,4,4,5,5,5,5,3,5,3,6,5,6,3,5,6,5,3,3,4,3,5,67,male,White or European-American,Some college or technical school,"$20,000 to $30,000",Retired,1,No,Non-female,White,Not_working,4.6,5,4,5,4.5,6,4,4,5,2.25,1.818181818,2.375,2.4
R_qwGI7ngnJrvbvZT,0,0,0,1,1,1,2,2,0,1,1,1,0,3,1,3,1,1,1,2,1,1,0,0,1,1,1,2,0,NA,NA,NA,1,1,1,2,2,NA,1,1,2,NA,3,1,3,1,3,2,2,1,1,NA,NA,1,2,1,3,NA,3,3,3,2,2,2,4,3,3,3,2,7,3,2,3,6,5,6,2,6,2,4,4,5,67,female,White or European-American,Graduated high school (or GED),"$10,000 to $20,000",Not currently working for pay,0,Yes,Female,White,Not_working,2.8,3,2,3,4.5,4.5,4,6,2,0.8125,1.230769231,1.272727273,2.1
R_VKC0GQDKeHDCR0Z,3,2,3,0,4,4,4,4,0,3,0,0,1,0,4,0,4,0,3,0,4,3,3,4,1,1,3,2,0,3,2,2,NA,3,3,3,4,NA,3,NA,NA,1,NA,4,NA,4,NA,2,NA,4,2,4,4,1,1,3,2,NA,4,3,4,3,3,6,4,4,4,3,2,7,6,7,5,1,7,6,7,5,2,3,4,5,67,female,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Retired,0,No,Female,White,Not_working,3.8,4,3,4,5,6,1.5,7,7,3.4375,0.384615385,3.125,1.25
R_ZtbEUSksVP8UIxz,3,4,4,NA,4,3,3,3,0,3,1,0,0,1,3,0,3,0,3,0,3,4,2,3,0,0,2,2,0,4,4,3,0,4,3,4,3,NA,2,1,NA,NA,1,3,NA,3,NA,3,NA,3,4,2,2,NA,NA,2,2,NA,6,7,6,5,3,7,4,2,6,1,7,6,7,7,7,2,7,7,6,7,4,4,5,4,67,male,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Non-female,White,Working,4.7,6,5,2,7,7,4.5,6.5,6.5,3.125,0.333333333,3.0625,1
R_11iHsVcpTcGVfjQ,3,3,3,NA,3,4,3,3,NA,3,1,0,NA,1,4,1,3,0,3,0,3,3,3,3,1,1,2,2,0,3,2,2,0,2,3,2,2,0,2,1,NA,0,1,3,1,3,NA,2,NA,2,2,2,2,1,1,2,2,NA,4,4,4,2,2,3,3,3,3,3,5,6,6,7,6,3,5,4,7,6,3,1,1,4,68,male,White or European-American,"Completed 4-year college (BA, BS)","$60,000 to $80,000",Retired,0,No,Non-female,White,Not_working,3.1,4,2,3,6,5,4,5.5,7,3.0625,0.7,2.25,0.777777778
R_1imqTkYu5wCmmhA,2,2,2,0,3,3,3,2,0,2,1,1,2,2,3,2,2,0,2,0,2,2,2,1,1,1,1,3,1,2,2,2,NA,3,3,3,2,NA,3,2,1,2,2,2,1,2,NA,2,NA,1,1,1,1,1,2,1,3,1,3,3,3,2,2,2,2,2,2,2,2,4,6,7,6,2,5,7,6,7,1,5,3,5,68,female,White or European-American,Some college or technical school,"$30,000 to $40,000",Retired,0,Yes,Female,White,Not_working,2.3,3,2,2,6.5,6.5,2,4.5,6.5,2.125,1.076923077,1.9375,1.666666667
R_1LU752Btf38zE8S,0,2,NA,1,3,3,NA,NA,0,2,1,0,3,2,2,2,2,0,0,0,NA,NA,1,0,2,3,0,3,3,NA,2,0,1,1,2,0,0,NA,1,2,NA,3,1,1,1,1,NA,NA,NA,0,0,1,NA,1,2,NA,3,2,3,2,3,1,1,1,1,3,3,2,5,7,7,2,3,6,6,6,3,5,3,2,3,4,68,male,White or European-American,Completed graduate or professional degree,"$50,000 to $60,000",Retired,0,Yes,Non-female,White,Not_working,2,3,1,3,4,6.5,5.5,6.5,2.5,1.363636364,1.538461538,0.75,1.777777778
R_1mPklVJkQgF33VD,2,2,1,0,2,3,3,2,0,2,2,0,2,2,2,2,2,0,2,0,2,NA,2,2,1,1,1,3,NA,1,2,2,NA,2,2,3,2,NA,2,1,NA,1,1,2,1,1,NA,1,NA,2,0,2,1,1,1,1,3,0,4,3,4,2,3,4,3,4,3,4,2,6,6,7,6,2,4,7,6,6,5,3,3,3,68,male,White or European-American,"Completed 4-year college (BA, BS)","$160,000 to $180,000",Retired,1,No,Non-female,White,Not_working,3.4,4,2,4,6,6.5,2,5,6.5,2,1.083333333,1.625,1.125
R_1NQ3rGqmfownEbv,0,1,1,0,3,3,2,2,1,3,2,0,3,2,3,1,3,0,2,1,2,2,2,1,1,2,1,3,4,NA,2,2,NA,3,3,2,3,2,3,2,NA,3,3,2,2,2,NA,2,1,2,2,2,1,1,1,2,3,3,6,4,6,4,4,5,6,5,6,1,2,7,7,3,6,1,7,5,4,4,3,3,3,4,68,male,White or European-American,Completed graduate or professional degree,"$100,000 to $120,000",Retired,0,No,Non-female,White,Not_working,4.7,6,4,5,5,6,1.5,7,3.5,1.9375,1.538461538,2.2,2.1
R_2aOKhXrXBnD1oKN,1,1,0,2,1,NA,NA,0,2,2,2,1,3,2,1,NA,NA,2,1,1,1,0,2,0,2,3,0,2,3,3,1,NA,3,1,0,0,NA,2,2,3,1,3,1,1,0,0,2,1,2,1,NA,3,NA,3,3,NA,2,3,4,2,4,1,2,3,2,2,3,1,1,5,2,4,5,3,3,1,2,6,3,3,4,5,68,male,White or European-American,"Completed 4-year college (BA, BS)","$30,000 to $40,000",Retired,0,Yes,Non-female,White,Not_working,2.4,4,1,2,5.5,1.5,2,4,3,0.769230769,2.083333333,1.181818182,2.153846154
R_2dEjICJeZcTrRPs,3,2,2,0,1,3,3,3,0,2,0,0,2,0,3,NA,3,0,3,0,3,3,2,3,NA,0,2,NA,0,1,2,2,NA,1,3,3,3,NA,2,NA,NA,1,NA,3,0,3,NA,3,NA,3,3,3,3,0,NA,2,0,NA,6,6,6,6,6,6,6,3,3,2,6,6,6,7,6,3,6,7,6,2,3,3,3,3,68,male,White or European-American,Graduated high school (or GED),"$20,000 to $30,000",Retired,0,No,Non-female,White,Not_working,5,6,6,3,4,6.5,4.5,6,6.5,2.5625,0.2,2.5,0.25
R_2EsCMpBqgSVpvPv,3,2,3,1,3,3,3,3,3,3,1,0,NA,1,3,0,3,0,2,0,3,3,2,3,0,1,2,1,0,3,1,3,1,4,3,4,3,4,2,2,NA,0,1,3,NA,3,NA,3,NA,4,4,3,3,NA,2,1,2,NA,2,2,2,1,1,4,2,1,4,1,1,7,6,6,7,1,7,5,7,2,3,3,3,4,68,female,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Working for pay (part-time or full-time),2,No,Female,White,Working,2,2,1,1,4.5,5.5,1,7,6.5,2.75,0.666666667,2.9375,1.714285714
R_2f6ymmVHoPgtL2X,0,2,2,2,1,3,1,1,3,4,3,0,0,3,1,4,1,0,1,0,1,0,0,0,3,4,0,3,NA,NA,2,2,3,3,4,2,2,4,4,3,NA,NA,3,2,2,2,NA,2,NA,1,NA,NA,NA,3,4,NA,3,0,2,2,2,1,1,3,1,1,1,1,1,3,6,3,7,1,6,7,6,5,3,4,4,5,68,female,White or European-American,"Completed 4-year college (BA, BS)","$20,000 to $30,000",Retired,0,No,Female,White,Not_working,1.5,2,1,1,6,6.5,1,4.5,4.5,1.125,2.083333333,2.363636364,2.777777778
R_2PhTDpnFegygqvF,3,4,3,1,4,3,4,3,0,2,2,1,1,1,3,1,3,1,2,1,3,2,2,2,1,1,1,2,1,3,3,2,1,4,4,4,3,NA,3,3,2,2,1,3,1,3,1,2,1,3,3,4,2,1,1,2,3,2,5,6,6,4,4,6,6,3,5,3,6,7,6,7,6,2,6,6,7,5,3,3,3,5,68,female,White or European-American,Some college or technical school,"$60,000 to $80,000",Retired,0,No,Female,White,Not_working,4.8,5,4,3,5.5,6,4,6.5,7,2.75,1.076923077,3,1.583333333
R_2sbvMFw85YM1Djn,2,3,3,1,3,3,2,3,0,2,1,0,1,1,3,0,3,0,0,0,3,NA,2,2,1,0,2,2,0,2,3,2,1,3,3,2,3,NA,3,1,NA,1,1,3,NA,3,NA,NA,NA,3,0,3,3,1,NA,2,2,NA,3,2,4,2,2,4,3,3,3,2,5,6,7,7,6,1,7,7,6,7,3,3,4,4,68,male,White or European-American,Some college or technical school,"$60,000 to $80,000",Retired,0,Yes,Non-female,White,Not_working,2.8,3,2,3,6.5,7,3,6.5,6.5,2.4,0.538461538,2.533333333,1.166666667
R_2tgTmbQKahi63nw,0,2,2,0,3,3,1,3,0,3,1,0,0,1,4,0,2,0,0,0,3,1,3,2,0,0,2,2,0,NA,2,2,NA,3,3,1,3,NA,2,1,NA,NA,1,3,NA,3,NA,NA,NA,2,1,2,1,NA,NA,1,1,NA,5,4,5,4,4,4,5,2,3,2,5,7,6,6,5,3,6,5,6,6,4,4,2,3,68,male,White or European-American,Completed graduate or professional degree,"$30,000 to $40,000",Retired,0,Yes,Non-female,White,Not_working,3.8,5,4,2,5.5,5.5,4,6.5,6,2.125,0.307692308,2.071428571,1
R_2tM6gVBVNedRWNE,1,3,4,0,3,3,3,4,0,0,0,0,0,0,3,0,3,0,2,0,3,2,2,3,0,0,2,3,0,1,3,4,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,2,NA,3,2,2,3,NA,NA,2,2,NA,7,7,7,6,6,7,6,4,7,3,2,7,6,7,6,2,4,5,6,7,3,3,3,4,68,male,White or European-American,Some college or technical school,"$50,000 to $60,000",Working for pay (part-time or full-time),0,Yes,Non-female,White,Working,6,7,6,4,6.5,5.5,2,5.5,6.5,2.5625,0.230769231,2.666666667,2
R_3CKpbW5RfFbtw29,2,2,2,NA,3,3,4,2,NA,3,2,0,2,2,3,2,3,0,0,0,3,2,3,3,NA,1,0,3,2,2,1,2,0,2,2,4,2,0,2,1,NA,2,2,1,2,3,NA,NA,NA,2,2,1,3,0,1,NA,3,2,3,4,3,3,2,4,4,4,3,2,3,7,6,4,5,3,7,6,6,4,4,2,3,3,68,female,White or European-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Not currently working for pay,4,No,Female,White,Not_working,3.2,3,3,4,4.5,6,3,7,5,2.375,1.4,2.071428571,1.3
R_3R4LQpx5JDSYVcj,2,2,2,0,4,4,4,4,0,3,0,0,0,0,4,0,4,0,2,0,4,0,2,3,0,0,1,1,0,1,1,1,NA,3,4,4,4,NA,3,NA,NA,NA,NA,4,NA,4,NA,1,NA,4,NA,3,3,NA,NA,1,1,NA,7,7,7,1,4,6,7,4,7,6,7,7,7,7,5,4,7,7,7,5,4,0,2,0,68,female,White or European-American,Completed graduate or professional degree,"$10,000 to $20,000",Not currently working for pay,0,Yes,Female,White,Not_working,5.6,7,1,4,5,7,5.5,7,7,2.8125,0.076923077,2.733333333,1
R_4HEetqycEzAKo2B,2,3,3,NA,2,3,2,3,NA,3,0,0,3,NA,4,0,3,0,3,0,3,3,3,3,1,1,2,1,1,2,3,3,0,2,3,3,3,0,2,NA,NA,2,0,3,NA,3,NA,3,NA,3,3,2,3,1,1,3,2,2,4,3,4,2,4,5,5,5,5,2,5,6,4,6,3,2,6,3,6,1,4,4,3,3,68,male,White or European-American,Completed graduate or professional degree,"$80,000 to $100,000",Working for pay (part-time or full-time),0,No,Non-female,White,Working,3.9,4,2,5,2,3.5,3.5,6,6,2.8125,0.7,2.75,1
R_5pBAYExwsW5HrKF,1,2,NA,2,1,1,1,0,3,1,3,0,2,3,1,4,1,0,0,2,1,0,1,1,3,3,2,4,NA,1,2,0,3,2,1,3,NA,3,2,4,NA,2,4,1,4,2,NA,NA,3,1,NA,1,1,4,4,1,4,0,6,3,2,1,1,1,2,1,2,1,1,7,5,6,7,4,4,7,6,6,2,5,4,5,68,male,White or European-American,Completed graduate or professional degree,"$60,000 to $80,000",Retired,0,No,Non-female,White,Not_working,2,6,1,1,6.5,6,2.5,5.5,6,0.933333333,2.416666667,1.384615385,3.181818182
R_NW47f0Yt5eDD3Sp,0,NA,NA,2,2,2,1,NA,1,3,3,0,4,3,1,4,NA,0,NA,0,1,0,NA,1,3,3,NA,3,4,NA,0,0,1,1,1,1,0,1,3,2,NA,4,3,1,3,0,NA,0,NA,1,NA,0,1,3,2,0,4,4,2,2,1,1,1,2,1,6,6,1,2,7,6,4,5,4,7,6,4,6,2,3,3,4,68,female,White or European-American,Some college or technical school,"$10,000 to $20,000",Retired,0,Yes,Female,White,Not_working,2.3,2,1,6,5.5,6,3,7,4,1.222222222,2.307692308,0.642857143,2.7
R_sA3cTZCF7oSmuxb,1,2,2,1,2,3,3,3,1,3,1,0,1,1,3,0,3,0,1,0,3,NA,2,2,1,1,NA,2,NA,1,1,2,1,2,2,3,2,2,2,1,NA,1,1,2,NA,2,NA,1,NA,2,0,2,2,1,1,0,1,0,4,4,4,3,4,4,4,4,4,3,3,5,5,6,5,2,5,6,6,5,4,1,2,3,68,male,Asian or Asian-American,"Completed 4-year college (BA, BS)","$40,000 to $50,000",Retired,0,No,Non-female,Non-white,Not_working,3.8,4,3,4,5,5.5,2.5,5,6,2.357142857,0.75,1.625,1
R_1cZeO7cxPrywuns,2,1,2,0,1,3,3,3,0,2,1,0,3,2,2,2,3,0,1,0,3,2,3,3,1,2,2,2,1,3,1,1,NA,2,2,3,2,NA,2,1,NA,2,1,3,1,3,NA,2,NA,3,2,3,3,1,1,2,1,1,5,3,5,2,3,4,4,5,2,2,6,6,5,3,5,5,6,3,6,2,3,2,1,4,69,female,White or European-American,Graduated high school (or GED),"$30,000 to $40,000",Retired,1,No,Female,White,Not_working,3.5,5,2,5,3.5,4,5.5,6,4.5,2.25,1.076923077,2.3125,1.125
